driver_name,nationality,year,grid,position,points,laps,milliseconds,fastestLapSpeed,statusId,finished,podium
Valtteri Bottas,Finnish,2021,3.0,3.0,15.0,72,5461855.0,211.338,1,1,1
Pierre Gasly,French,2021,4.0,4.0,12.0,71,,204.929,11,0,0
Charles Leclerc,Monegasque,2021,5.0,5.0,10.0,71,,205.033,11,0,0
Fernando Alonso,Spanish,2021,9.0,6.0,8.0,71,,206.294,11,0,0
Carlos Sainz,Spanish,2021,6.0,7.0,6.0,71,,203.725,11,0,0
Esteban Ocon,French,2021,8.0,9.0,2.0,71,,205.321,11,0,0
Lando Norris,British,2021,13.0,10.0,1.0,71,,206.535,11,0,0
Daniel Ricciardo,Australian,2021,10.0,11.0,0.0,71,,204.65,11,0,0
Lance Stroll,Canadian,2021,12.0,12.0,0.0,70,,202.78,12,0,0
Sebastian Vettel,German,2021,15.0,13.0,0.0,70,,207.312,12,0,0
Antonio Giovinazzi,Italian,2021,7.0,14.0,0.0,70,,204.091,12,0,0
Robert Kubica,Polish,2021,16.0,15.0,0.0,70,,203.234,12,0,0
George Russell,British,2021,11.0,17.0,0.0,69,,202.734,6,0,0
Mick Schumacher,German,2021,17.0,18.0,0.0,69,,201.936,13,0,0
Daniel Ricciardo,Australian,2021,2.0,1.0,26.0,53,4914365.0,245.894,1,1,1
Lando Norris,British,2021,3.0,2.0,18.0,53,4916112.0,245.434,1,1,1
Valtteri Bottas,Finnish,2021,19.0,3.0,15.0,53,4919286.0,245.85,1,1,1
Charles Leclerc,Monegasque,2021,5.0,4.0,12.0,53,4921674.0,244.433,1,1,0
Sergio Pérez,Mexican,2021,8.0,5.0,10.0,53,4923088.0,244.901,1,1,0
Carlos Sainz,Spanish,2021,6.0,6.0,8.0,53,4924900.0,243.747,1,1,0
Lance Stroll,Canadian,2021,9.0,7.0,6.0,53,4930169.0,242.912,1,1,0
Fernando Alonso,Spanish,2021,10.0,8.0,4.0,53,4931566.0,243.995,1,1,0
George Russell,British,2021,14.0,9.0,2.0,53,4934107.0,242.963,1,1,0
Esteban Ocon,French,2021,12.0,10.0,1.0,53,4935233.0,243.727,1,1,0
Nicholas Latifi,Canadian,2021,13.0,11.0,0.0,53,4938108.0,242.63,1,1,0
Sebastian Vettel,German,2021,11.0,12.0,0.0,53,4938986.0,242.672,1,1,0
Antonio Giovinazzi,Italian,2021,7.0,13.0,0.0,53,4941581.0,243.295,1,1,0
Robert Kubica,Polish,2021,17.0,14.0,0.0,53,4944134.0,242.924,1,1,0
Mick Schumacher,German,2021,18.0,15.0,0.0,53,4965453.0,240.52,1,1,0
Lewis Hamilton,British,2021,4.0,1.0,25.0,53,5441001.0,215.76,1,1,1
Max Verstappen,Dutch,2021,20.0,2.0,18.0,53,5494272.0,213.959,1,1,1
Carlos Sainz,Spanish,2021,2.0,3.0,15.0,53,5503476.0,212.024,1,1,1
Daniel Ricciardo,Australian,2021,5.0,4.0,12.0,53,5506608.0,212.388,1,1,0
Valtteri Bottas,Finnish,2021,16.0,5.0,10.0,53,5508534.0,214.352,1,1,0
Fernando Alonso,Spanish,2021,6.0,6.0,8.0,53,5522322.0,213.331,1,1,0
Lando Norris,British,2021,1.0,7.0,7.0,53,5528225.0,216.096,1,1,0
Kimi Räikkönen,Finnish,2021,13.0,8.0,4.0,53,5529956.0,209.921,1,1,0
Sergio Pérez,Mexican,2021,8.0,9.0,2.0,53,5531077.0,212.193,1,1,0
George Russell,British,2021,3.0,10.0,1.0,53,5541552.0,209.28,1,1,0
Lance Stroll,Canadian,2021,7.0,11.0,0.0,53,5547199.0,209.555,1,1,0
Sebastian Vettel,German,2021,10.0,12.0,0.0,52,,212.116,11,0,0
Pierre Gasly,French,2021,11.0,13.0,0.0,52,,214.214,11,0,0
Esteban Ocon,French,2021,9.0,14.0,0.0,52,,209.276,11,0,0
Charles Leclerc,Monegasque,2021,19.0,15.0,0.0,52,,212.667,11,0,0
Antonio Giovinazzi,Italian,2021,17.0,16.0,0.0,52,,212.53,11,0,0
Yuki Tsunoda,Japanese,2021,12.0,17.0,0.0,52,,210.612,11,0,0
Nikita Mazepin,Russian,2021,15.0,18.0,0.0,51,,206.982,12,0,0
Nicholas Latifi,Canadian,2021,18.0,19.0,0.0,47,,210.528,3,0,0
Valtteri Bottas,Finnish,2021,1.0,1.0,26.0,58,5464103.0,212.5,1,1,1
Max Verstappen,Dutch,2021,2.0,2.0,18.0,58,5478687.0,207.169,1,1,1
Sergio Pérez,Mexican,2021,6.0,3.0,15.0,58,5497574.0,207.841,1,1,1
Charles Leclerc,Monegasque,2021,3.0,4.0,12.0,58,5501917.0,207.218,1,1,0
Lewis Hamilton,British,2021,11.0,5.0,10.0,58,5505915.0,207.16,1,1,0
Pierre Gasly,French,2021,4.0,6.0,8.0,58,5508395.0,207.046,1,1,0
Lando Norris,British,2021,7.0,7.0,6.0,58,5511316.0,207.87,1,1,0
Carlos Sainz,Spanish,2021,19.0,8.0,4.0,58,5515629.0,209.057,1,1,0
Lance Stroll,Canadian,2021,8.0,9.0,2.0,58,5546121.0,207.506,1,1,0
Esteban Ocon,French,2021,12.0,10.0,1.0,57,,203.171,11,0,0
Antonio Giovinazzi,Italian,2021,16.0,11.0,0.0,57,,206.845,11,0,0
Kimi Räikkönen,Finnish,2021,17.0,12.0,0.0,57,,207.556,11,0,0
Daniel Ricciardo,Australian,2021,20.0,13.0,0.0,57,,206.067,11,0,0
Yuki Tsunoda,Japanese,2021,9.0,14.0,0.0,57,,206.979,11,0,0
George Russell,British,2021,13.0,15.0,0.0,57,,205.749,11,0,0
Fernando Alonso,Spanish,2021,5.0,16.0,0.0,57,,206.073,11,0,0
Nicholas Latifi,Canadian,2021,15.0,17.0,0.0,57,,205.149,11,0,0
Sebastian Vettel,German,2021,10.0,18.0,0.0,57,,207.233,11,0,0
Mick Schumacher,German,2021,14.0,19.0,0.0,56,,203.98,12,0,0
Nikita Mazepin,Russian,2021,18.0,20.0,0.0,56,,201.353,12,0,0
Max Verstappen,Dutch,2021,1.0,1.0,25.0,56,5676552.0,200.278,1,1,1
Lewis Hamilton,British,2021,2.0,2.0,19.0,56,5677885.0,201.521,1,1,1
Sergio Pérez,Mexican,2021,3.0,3.0,15.0,56,5718775.0,199.333,1,1,1
Charles Leclerc,Monegasque,2021,4.0,4.0,12.0,56,5728798.0,199.861,1,1,0
Daniel Ricciardo,Australian,2021,6.0,5.0,10.0,56,5753406.0,197.785,1,1,0
Valtteri Bottas,Finnish,2021,9.0,6.0,8.0,56,5756680.0,198.176,1,1,0
Carlos Sainz,Spanish,2021,5.0,7.0,6.0,56,5760097.0,197.722,1,1,0
Lando Norris,British,2021,7.0,8.0,4.0,56,5760947.0,198.016,1,1,0
Yuki Tsunoda,Japanese,2021,10.0,9.0,2.0,55,,196.209,11,0,0
Sebastian Vettel,German,2021,18.0,10.0,1.0,55,,197.517,11,0,0
Antonio Giovinazzi,Italian,2021,12.0,11.0,0.0,55,,196.221,11,0,0
Lance Stroll,Canadian,2021,13.0,12.0,0.0,55,,196.135,11,0,0
Kimi Räikkönen,Finnish,2021,15.0,13.0,0.0,55,,195.843,11,0,0
George Russell,British,2021,20.0,14.0,0.0,55,,196.269,11,0,0
Nicholas Latifi,Canadian,2021,14.0,15.0,0.0,55,,194.924,11,0,0
Mick Schumacher,German,2021,16.0,16.0,0.0,54,,195.737,12,0,0
Nikita Mazepin,Russian,2021,17.0,17.0,0.0,54,,192.9,12,0,0
Max Verstappen,Dutch,2021,3.0,1.0,25.0,71,5919086.0,196.134,1,1,1
Lewis Hamilton,British,2021,2.0,2.0,18.0,71,5935641.0,194.116,1,1,1
Sergio Pérez,Mexican,2021,4.0,3.0,15.0,71,5936838.0,194.976,1,1,1
Pierre Gasly,French,2021,5.0,4.0,12.0,71,5982931.0,192.453,1,1,0
Charles Leclerc,Monegasque,2021,8.0,5.0,10.0,71,6000123.0,192.083,1,1,0
Carlos Sainz,Spanish,2021,6.0,6.0,8.0,70,,193.484,11,0,0
Sebastian Vettel,German,2021,9.0,7.0,6.0,70,,192.572,11,0,0
Kimi Räikkönen,Finnish,2021,10.0,8.0,4.0,70,,191.969,11,0,0
Fernando Alonso,Spanish,2021,12.0,9.0,2.0,70,,191.973,11,0,0
Lando Norris,British,2021,18.0,10.0,1.0,70,,192.197,11,0,0
Antonio Giovinazzi,Italian,2021,11.0,11.0,0.0,70,,190.061,11,0,0
Daniel Ricciardo,Australian,2021,7.0,12.0,0.0,70,,191.126,11,0,0
Esteban Ocon,French,2021,19.0,13.0,0.0,70,,190.47,11,0,0
Lance Stroll,Canadian,2021,20.0,14.0,0.0,69,,191.454,12,0,0
Valtteri Bottas,Finnish,2021,1.0,15.0,0.0,69,,199.223,12,0,0
George Russell,British,2021,16.0,16.0,0.0,69,,188.919,12,0,0
Nicholas Latifi,Canadian,2021,13.0,17.0,0.0,69,,190.008,12,0,0
Nikita Mazepin,Russian,2021,15.0,18.0,0.0,68,,190.344,13,0,0
Lewis Hamilton,British,2021,10.0,1.0,25.0,71,5542851.0,215.503,1,1,1
Max Verstappen,Dutch,2021,2.0,2.0,18.0,71,5553347.0,214.005,1,1,1
Valtteri Bottas,Finnish,2021,1.0,3.0,15.0,71,5556427.0,213.887,1,1,1
Sergio Pérez,Mexican,2021,4.0,4.0,13.0,71,5582791.0,218.453,1,1,0
Charles Leclerc,Monegasque,2021,6.0,5.0,10.0,71,5592368.0,213.018,1,1,0
Carlos Sainz,Spanish,2021,3.0,6.0,8.0,71,5594671.0,213.346,1,1,0
Pierre Gasly,French,2021,7.0,7.0,6.0,70,,211.839,11,0,0
Esteban Ocon,French,2021,8.0,8.0,4.0,70,,208.415,11,0,0
Fernando Alonso,Spanish,2021,12.0,9.0,2.0,70,,209.848,11,0,0
Lando Norris,British,2021,5.0,10.0,1.0,70,,210.306,11,0,0
Sebastian Vettel,German,2021,9.0,11.0,0.0,70,,210.668,11,0,0
George Russell,British,2021,17.0,13.0,0.0,70,,208.626,11,0,0
Antonio Giovinazzi,Italian,2021,13.0,14.0,0.0,70,,208.985,11,0,0
Yuki Tsunoda,Japanese,2021,15.0,15.0,0.0,70,,209.05,11,0,0
Nicholas Latifi,Canadian,2021,16.0,16.0,0.0,70,,207.896,11,0,0
Nikita Mazepin,Russian,2021,19.0,17.0,0.0,69,,206.958,12,0,0
Mick Schumacher,German,2021,18.0,18.0,0.0,69,,210.215,12,0,0
Lewis Hamilton,British,2021,1.0,1.0,25.0,57,5068471.0,227.633,1,1,1
Max Verstappen,Dutch,2021,7.0,2.0,19.0,57,5094214.0,232.799,1,1,1
Fernando Alonso,Spanish,2021,3.0,3.0,15.0,57,5127928.0,223.437,1,1,1
Sergio Pérez,Mexican,2021,11.0,4.0,12.0,57,5130777.0,226.227,1,1,0
Esteban Ocon,French,2021,9.0,5.0,10.0,57,5149041.0,222.464,1,1,0
Lance Stroll,Canadian,2021,12.0,6.0,8.0,57,5149745.0,221.713,1,1,0
Carlos Sainz,Spanish,2021,5.0,7.0,6.0,57,5150382.0,223.726,1,1,0
Charles Leclerc,Monegasque,2021,13.0,8.0,4.0,57,5151597.0,223.765,1,1,0
Lando Norris,British,2021,4.0,9.0,2.0,56,,225.876,11,0,0
Sebastian Vettel,German,2021,10.0,10.0,1.0,56,,224.078,11,0,0
Pierre Gasly,French,2021,2.0,11.0,0.0,56,,222.572,11,0,0
Daniel Ricciardo,Australian,2021,14.0,12.0,0.0,56,,222.115,11,0,0
Yuki Tsunoda,Japanese,2021,8.0,13.0,0.0,56,,222.51,11,0,0
Kimi Räikkönen,Finnish,2021,16.0,14.0,0.0,56,,224.275,11,0,0
Antonio Giovinazzi,Italian,2021,18.0,15.0,0.0,56,,220.534,11,0,0
Mick Schumacher,German,2021,19.0,16.0,0.0,56,,219.065,11,0,0
George Russell,British,2021,15.0,17.0,0.0,55,,225.818,12,0,0
Nikita Mazepin,Russian,2021,20.0,18.0,0.0,55,,221.754,12,0,0
Lewis Hamilton,British,2021,1.0,1.0,26.0,50,7575118.0,244.962,1,1,1
Max Verstappen,Dutch,2021,3.0,2.0,18.0,50,7586943.0,242.943,1,1,1
Valtteri Bottas,Finnish,2021,2.0,3.0,15.0,50,7602649.0,243.155,1,1,1
Esteban Ocon,French,2021,9.0,4.0,12.0,50,7602751.0,242.125,1,1,0
Daniel Ricciardo,Australian,2021,11.0,5.0,10.0,50,7615239.0,239.725,1,1,0
Pierre Gasly,French,2021,6.0,6.0,8.0,50,7616731.0,240.813,1,1,0
Charles Leclerc,Monegasque,2021,4.0,7.0,6.0,50,7619593.0,242.643,1,1,0
Carlos Sainz,Spanish,2021,15.0,8.0,4.0,50,7621724.0,241.983,1,1,0
Antonio Giovinazzi,Italian,2021,10.0,9.0,2.0,50,7633623.0,239.34,1,1,0
Lando Norris,British,2021,7.0,10.0,1.0,50,7636476.0,241.817,1,1,0
Lance Stroll,Canadian,2021,18.0,11.0,0.0,50,7652330.0,239.498,1,1,0
Nicholas Latifi,Canadian,2021,16.0,12.0,0.0,50,7658367.0,239.635,1,1,0
Fernando Alonso,Spanish,2021,13.0,13.0,0.0,49,,242.558,11,0,0
Yuki Tsunoda,Japanese,2021,8.0,14.0,0.0,49,,240.269,11,0,0
Kimi Räikkönen,Finnish,2021,12.0,15.0,0.0,49,,239.565,11,0,0
Max Verstappen,Dutch,2021,1.0,1.0,26.0,58,5417345.0,220.8,1,1,1
Lewis Hamilton,British,2021,2.0,2.0,18.0,58,5419601.0,219.495,1,1,1
Carlos Sainz,Spanish,2021,5.0,3.0,15.0,58,5422518.0,216.982,1,1,1
Yuki Tsunoda,Japanese,2021,8.0,4.0,12.0,58,5423037.0,217.285,1,1,0
Pierre Gasly,French,2021,12.0,5.0,10.0,58,5423876.0,217.668,1,1,0
Valtteri Bottas,Finnish,2021,6.0,6.0,8.0,58,5424808.0,218.871,1,1,0
Lando Norris,British,2021,3.0,7.0,6.0,58,5476545.0,219.123,1,1,0
Fernando Alonso,Spanish,2021,11.0,8.0,4.0,58,5479053.0,217.01,1,1,0
Esteban Ocon,French,2021,9.0,9.0,2.0,58,5481371.0,215.431,1,1,0
Charles Leclerc,Monegasque,2021,7.0,10.0,1.0,58,5483402.0,214.983,1,1,0
Sebastian Vettel,German,2021,15.0,11.0,0.0,58,5484872.0,215.299,1,1,0
Daniel Ricciardo,Australian,2021,10.0,12.0,0.0,57,,214.28,11,0,0
Lance Stroll,Canadian,2021,13.0,13.0,0.0,57,,214.657,11,0,0
Mick Schumacher,German,2021,19.0,14.0,0.0,57,,212.522,11,0,0
Sergio Pérez,Mexican,2021,4.0,15.0,0.0,55,,219.993,5,0,0
Charles Leclerc,Monegasque,2022,1.0,1.0,26.0,57,5853584.0,206.018,1,1,1
Carlos Sainz,Spanish,2022,3.0,2.0,18.0,57,5859182.0,203.501,1,1,1
Lewis Hamilton,British,2022,5.0,3.0,15.0,57,5863259.0,202.469,1,1,1
George Russell,British,2022,9.0,4.0,12.0,57,5864795.0,202.313,1,1,0
Kevin Magnussen,Danish,2022,7.0,5.0,10.0,57,5868338.0,201.641,1,1,0
Valtteri Bottas,Finnish,2022,6.0,6.0,8.0,57,5869703.0,201.691,1,1,0
Esteban Ocon,French,2022,11.0,7.0,6.0,57,5873007.0,200.63,1,1,0
Yuki Tsunoda,Japanese,2022,16.0,8.0,4.0,57,5873970.0,200.642,1,1,0
Fernando Alonso,Spanish,2022,8.0,9.0,2.0,57,5875974.0,201.412,1,1,0
Guanyu Zhou,Chinese,2022,15.0,10.0,1.0,57,5876648.0,201.512,1,1,0
Mick Schumacher,German,2022,12.0,11.0,0.0,57,5886158.0,200.948,1,1,0
Lance Stroll,Canadian,2022,19.0,12.0,0.0,57,5899457.0,200.555,1,1,0
Alexander Albon,Thai,2022,14.0,13.0,0.0,57,5907516.0,200.125,1,1,0
Daniel Ricciardo,Australian,2022,18.0,14.0,0.0,57,5908559.0,200.318,1,1,0
Lando Norris,British,2022,13.0,15.0,0.0,57,5909919.0,200.882,1,1,0
Nicholas Latifi,Canadian,2022,20.0,16.0,0.0,57,5915379.0,198.3,1,1,0
Nico Hülkenberg,German,2022,17.0,17.0,0.0,57,5917413.0,198.401,1,1,0
Sergio Pérez,Mexican,2022,4.0,18.0,0.0,56,,202.762,32,0,0
Max Verstappen,Dutch,2022,2.0,19.0,0.0,54,,204.14,32,0,0
Max Verstappen,Dutch,2022,4.0,1.0,25.0,50,5059293.0,242.191,1,1,1
Charles Leclerc,Monegasque,2022,2.0,2.0,19.0,50,5059842.0,242.556,1,1,1
Carlos Sainz,Spanish,2022,3.0,3.0,15.0,50,5067390.0,241.841,1,1,1
Sergio Pérez,Mexican,2022,1.0,4.0,12.0,50,5070093.0,241.481,1,1,0
George Russell,British,2022,6.0,5.0,10.0,50,5092025.0,239.454,1,1,0
Esteban Ocon,French,2022,5.0,6.0,8.0,50,5115310.0,238.729,1,1,0
Lando Norris,British,2022,11.0,7.0,6.0,50,5115417.0,239.629,1,1,0
Pierre Gasly,French,2022,9.0,8.0,4.0,50,5122239.0,237.796,1,1,0
Kevin Magnussen,Danish,2022,10.0,9.0,2.0,50,5123601.0,239.562,1,1,0
Lewis Hamilton,British,2022,15.0,10.0,1.0,50,5133241.0,239.001,1,1,0
Guanyu Zhou,Chinese,2022,12.0,11.0,0.0,50,5141508.0,236.642,1,1,0
Nico Hülkenberg,German,2022,17.0,12.0,0.0,50,5151035.0,237.332,1,1,0
Lance Stroll,Canadian,2022,13.0,13.0,0.0,49,,235.334,11,0,0
Alexander Albon,Thai,2022,16.0,14.0,0.0,47,,235.528,130,0,0
Charles Leclerc,Monegasque,2022,1.0,1.0,26.0,58,5266548.0,236.74,1,1,1
Sergio Pérez,Mexican,2022,3.0,2.0,18.0,58,5287072.0,234.305,1,1,1
George Russell,British,2022,6.0,3.0,15.0,58,5292141.0,233.152,1,1,1
Lewis Hamilton,British,2022,5.0,4.0,12.0,58,5295091.0,232.039,1,1,0
Lando Norris,British,2022,4.0,5.0,10.0,58,5319851.0,231.018,1,1,0
Daniel Ricciardo,Australian,2022,7.0,6.0,8.0,58,5320285.0,230.449,1,1,0
Esteban Ocon,French,2022,8.0,7.0,6.0,58,5328231.0,230.399,1,1,0
Valtteri Bottas,Finnish,2022,12.0,8.0,4.0,58,5334987.0,232.707,1,1,0
Pierre Gasly,French,2022,11.0,9.0,2.0,58,5342769.0,229.669,1,1,0
Alexander Albon,Thai,2022,20.0,10.0,1.0,58,5345930.0,230.064,1,1,0
Guanyu Zhou,Chinese,2022,14.0,11.0,0.0,58,5348243.0,230.198,1,1,0
Lance Stroll,Canadian,2022,19.0,12.0,0.0,58,5355146.0,227.304,1,1,0
Mick Schumacher,German,2022,15.0,13.0,0.0,57,,228.908,11,0,0
Kevin Magnussen,Danish,2022,16.0,14.0,0.0,57,,228.729,11,0,0
Yuki Tsunoda,Japanese,2022,13.0,15.0,0.0,57,,227.985,11,0,0
Nicholas Latifi,Canadian,2022,18.0,16.0,0.0,57,,226.518,11,0,0
Fernando Alonso,Spanish,2022,10.0,17.0,0.0,57,,235.024,11,0,0
Max Verstappen,Dutch,2022,1.0,1.0,26.0,63,5527986.0,225.281,1,1,1
Sergio Pérez,Mexican,2022,3.0,2.0,18.0,63,5544513.0,223.845,1,1,1
Lando Norris,British,2022,5.0,3.0,15.0,63,5562820.0,218.439,1,1,1
George Russell,British,2022,11.0,4.0,12.0,63,5570492.0,218.28,1,1,0
Valtteri Bottas,Finnish,2022,7.0,5.0,10.0,63,5571167.0,218.831,1,1,0
Charles Leclerc,Monegasque,2022,2.0,6.0,8.0,63,5584058.0,224.914,1,1,0
Yuki Tsunoda,Japanese,2022,12.0,7.0,6.0,63,5589096.0,219.412,1,1,0
Sebastian Vettel,German,2022,13.0,8.0,4.0,63,5598878.0,217.61,1,1,0
Kevin Magnussen,Danish,2022,8.0,9.0,2.0,63,5603246.0,217.538,1,1,0
Lance Stroll,Canadian,2022,15.0,10.0,1.0,62,,216.176,11,0,0
Alexander Albon,Thai,2022,18.0,11.0,0.0,62,,216.157,11,0,0
Pierre Gasly,French,2022,17.0,12.0,0.0,62,,216.274,11,0,0
Lewis Hamilton,British,2022,14.0,13.0,0.0,62,,217.054,11,0,0
Esteban Ocon,French,2022,16.0,14.0,0.0,62,,215.814,11,0,0
Nicholas Latifi,Canadian,2022,19.0,16.0,0.0,62,,217.271,11,0,0
Mick Schumacher,German,2022,10.0,17.0,0.0,62,,223.704,11,0,0
Daniel Ricciardo,Australian,2022,6.0,18.0,0.0,62,,216.634,11,0,0
Max Verstappen,Dutch,2022,3.0,1.0,26.0,57,5664258.0,213.255,1,1,1
Charles Leclerc,Monegasque,2022,1.0,2.0,18.0,57,5668044.0,212.959,1,1,1
Carlos Sainz,Spanish,2022,2.0,3.0,15.0,57,5672487.0,212.258,1,1,1
Sergio Pérez,Mexican,2022,4.0,4.0,12.0,57,5674896.0,212.191,1,1,0
George Russell,British,2022,12.0,5.0,10.0,57,5682840.0,211.325,1,1,0
Lewis Hamilton,British,2022,6.0,6.0,8.0,57,5685626.0,209.629,1,1,0
Valtteri Bottas,Finnish,2022,5.0,7.0,6.0,57,5689331.0,209.083,1,1,0
Esteban Ocon,French,2022,20.0,8.0,4.0,57,5692644.0,209.13,1,1,0
Alexander Albon,Thai,2022,18.0,9.0,2.0,57,5696623.0,208.494,1,1,0
Fernando Alonso,Spanish,2022,11.0,11.0,0.0,57,5701386.0,208.753,1,1,0
Yuki Tsunoda,Japanese,2022,9.0,12.0,0.0,57,5704404.0,209.417,1,1,0
Daniel Ricciardo,Australian,2022,14.0,13.0,0.0,57,5705160.0,208.901,1,1,0
Nicholas Latifi,Canadian,2022,19.0,14.0,0.0,57,5714194.0,206.896,1,1,0
Mick Schumacher,German,2022,15.0,15.0,0.0,57,5737563.0,210.565,1,1,0
Kevin Magnussen,Danish,2022,16.0,16.0,0.0,56,,208.351,33,0,0
Max Verstappen,Dutch,2022,2.0,1.0,25.0,66,5840475.0,196.943,1,1,1
Sergio Pérez,Mexican,2022,5.0,2.0,19.0,66,5853547.0,200.099,1,1,1
George Russell,British,2022,4.0,3.0,15.0,66,5873402.0,198.851,1,1,1
Carlos Sainz,Spanish,2022,3.0,4.0,12.0,66,5885683.0,195.731,1,1,0
Lewis Hamilton,British,2022,6.0,5.0,10.0,66,5895009.0,199.755,1,1,0
Valtteri Bottas,Finnish,2022,7.0,6.0,8.0,66,5900451.0,194.802,1,1,0
Esteban Ocon,French,2022,12.0,7.0,6.0,66,5915872.0,195.845,1,1,0
Lando Norris,British,2022,11.0,8.0,4.0,66,5923710.0,196.568,1,1,0
Fernando Alonso,Spanish,2022,20.0,9.0,2.0,65,,194.344,11,0,0
Yuki Tsunoda,Japanese,2022,13.0,10.0,1.0,65,,193.831,11,0,0
Sebastian Vettel,German,2022,16.0,11.0,0.0,65,,192.059,11,0,0
Daniel Ricciardo,Australian,2022,9.0,12.0,0.0,65,,192.816,11,0,0
Pierre Gasly,French,2022,14.0,13.0,0.0,65,,193.477,11,0,0
Mick Schumacher,German,2022,10.0,14.0,0.0,65,,192.459,11,0,0
Lance Stroll,Canadian,2022,17.0,15.0,0.0,65,,193.724,11,0,0
Nicholas Latifi,Canadian,2022,19.0,16.0,0.0,64,,192.902,12,0,0
Kevin Magnussen,Danish,2022,8.0,17.0,0.0,64,,192.261,12,0,0
Alexander Albon,Thai,2022,18.0,18.0,0.0,64,,190.641,12,0,0
Sergio Pérez,Mexican,2022,3.0,1.0,25.0,64,6990265.0,158.01,1,1,1
Carlos Sainz,Spanish,2022,2.0,2.0,18.0,64,6991419.0,157.197,1,1,1
Max Verstappen,Dutch,2022,4.0,3.0,15.0,64,6991756.0,157.96,1,1,1
Charles Leclerc,Monegasque,2022,1.0,4.0,12.0,64,6993187.0,157.552,1,1,0
George Russell,British,2022,6.0,5.0,10.0,64,7002233.0,156.36,1,1,0
Lando Norris,British,2022,5.0,6.0,9.0,64,7002496.0,160.834,1,1,0
Fernando Alonso,Spanish,2022,7.0,7.0,6.0,64,7036623.0,158.314,1,1,0
Lewis Hamilton,British,2022,8.0,8.0,4.0,64,7040653.0,155.605,1,1,0
Valtteri Bottas,Finnish,2022,12.0,9.0,2.0,64,7042790.0,154.809,1,1,0
Sebastian Vettel,German,2022,9.0,10.0,1.0,64,7043801.0,154.893,1,1,0
Pierre Gasly,French,2022,17.0,11.0,0.0,64,7044554.0,155.321,1,1,0
Esteban Ocon,French,2022,10.0,12.0,0.0,64,7045909.0,154.867,1,1,0
Daniel Ricciardo,Australian,2022,14.0,13.0,0.0,64,7047900.0,154.945,1,1,0
Lance Stroll,Canadian,2022,18.0,14.0,0.0,64,7051067.0,154.665,1,1,0
Nicholas Latifi,Canadian,2022,19.0,15.0,0.0,63,,152.88,11,0,0
Guanyu Zhou,Chinese,2022,20.0,16.0,0.0,63,,153.621,11,0,0
Yuki Tsunoda,Japanese,2022,11.0,17.0,0.0,63,,159.465,11,0,0
Max Verstappen,Dutch,2022,3.0,1.0,25.0,51,5645941.0,203.779,1,1,1
Sergio Pérez,Mexican,2022,2.0,2.0,19.0,51,5666764.0,203.787,1,1,1
George Russell,British,2022,5.0,3.0,15.0,51,5691936.0,201.636,1,1,1
Lewis Hamilton,British,2022,7.0,4.0,12.0,51,5717620.0,201.887,1,1,0
Pierre Gasly,French,2022,6.0,5.0,10.0,51,5723240.0,199.143,1,1,0
Sebastian Vettel,German,2022,9.0,6.0,8.0,51,5730040.0,199.719,1,1,0
Fernando Alonso,Spanish,2022,10.0,7.0,6.0,51,5734537.0,200.12,1,1,0
Daniel Ricciardo,Australian,2022,12.0,8.0,4.0,51,5738148.0,199.589,1,1,0
Lando Norris,British,2022,11.0,9.0,2.0,51,5738497.0,200.105,1,1,0
Esteban Ocon,French,2022,13.0,10.0,1.0,51,5754125.0,199.551,1,1,0
Valtteri Bottas,Finnish,2022,15.0,11.0,0.0,50,,199.768,11,0,0
Alexander Albon,Thai,2022,17.0,12.0,0.0,50,,200.163,11,0,0
Yuki Tsunoda,Japanese,2022,8.0,13.0,0.0,50,,200.987,11,0,0
Mick Schumacher,German,2022,20.0,14.0,0.0,50,,199.343,11,0,0
Nicholas Latifi,Canadian,2022,18.0,15.0,0.0,50,,197.209,11,0,0
Lance Stroll,Canadian,2022,19.0,16.0,0.0,46,,200.029,76,0,0
Max Verstappen,Dutch,2022,1.0,1.0,25.0,70,5781757.0,207.012,1,1,1
Carlos Sainz,Spanish,2022,3.0,2.0,19.0,70,5782750.0,207.258,1,1,1
Lewis Hamilton,British,2022,4.0,3.0,15.0,70,5788763.0,206.12,1,1,1
George Russell,British,2022,8.0,4.0,12.0,70,5794070.0,205.443,1,1,0
Charles Leclerc,Monegasque,2022,19.0,5.0,10.0,70,5796925.0,206.843,1,1,0
Esteban Ocon,French,2022,7.0,6.0,8.0,70,5805647.0,203.6,1,1,0
Valtteri Bottas,Finnish,2022,11.0,7.0,6.0,70,5807004.0,203.864,1,1,0
Guanyu Zhou,Chinese,2022,10.0,8.0,4.0,70,5808709.0,204.084,1,1,0
Fernando Alonso,Spanish,2022,2.0,9.0,2.0,70,5811702.0,205.014,1,1,0
Lance Stroll,Canadian,2022,17.0,10.0,1.0,70,5819979.0,202.782,1,1,0
Daniel Ricciardo,Australian,2022,9.0,11.0,0.0,70,5824804.0,201.452,1,1,0
Sebastian Vettel,German,2022,16.0,12.0,0.0,70,5826002.0,201.39,1,1,0
Alexander Albon,Thai,2022,12.0,13.0,0.0,70,5826650.0,201.403,1,1,0
Pierre Gasly,French,2022,15.0,14.0,0.0,70,5826940.0,201.768,1,1,0
Lando Norris,British,2022,14.0,15.0,0.0,70,5833902.0,202.588,1,1,0
